,word,total_value
18701,람,0.36941054
18702,호응,-0.20144865
18703,좀약,-0.15134422
18704,신났,0.20389545
18705,ㅠㅠ촉촉한데,-0.2693489
18706,로워서,0.19284827
18707,부고,-0.31680623
18708,목과,0.08945513
18709,평수,0.07038042
18710,넓혀,-0.119673274
18711,실질,0.4103343
18712,모쪼록,-0.37896937
18713,그을려,0.024942182
18714,갈증,0.17122775
18715,스무디,0.51064503
18716,성실,0.38976777
18717,판매점,0.24720567
18718,속상함,0.3728206
18719,떠도,-0.026141675
18720,염효과,-0.28006178
18721,간단명료,-0.34577152
18722,미래,0.26061714
18723,추파,-0.40227148
18724,탄생석,0.12010576
18725,화기,-0.15884513
18726,지양,0.087232925
18727,앖,-0.46631032
18728,수족,0.07980502
18729,냉증,0.0684826
18730,갰,0.352668
18731,ㅠㅠ씨알상사,-0.32889456
18732,나무랄,0.5542213
18733,심한가,-0.36413527
18734,삼켜도,-0.016197432
18735,삼켜,-0.0069409367
18736,분수,0.13862298
18737,안편,0.084056474
18738,내쉴,-0.25020602
18739,페이스타임,-0.28926674
18740,스피커폰,-0.2631382
18741,사설,0.32952377
18742,말끝,-0.23533092
18743,갈께요,0.1842248
18744,가셨으면,-0.25561604
18745,삑,0.10836384
18746,녔으나,-0.37295368
18747,ㅇㅎ이,-0.35933694
18748,닺,0.21035446
18749,그자,-0.33594173
18750,ㅏ머나ㅣ어,-0.44106722
18751,알뜰,0.416339
18752,떠먹,0.37723526
18753,접해,0.28704157
18754,절기,0.49493545
18755,ㅓㅎ,-0.17151096
18756,ㅗ바,-0.26442158
18757,어효,-0.12493487
18758,ㅗ효,-0.42560285
18759,ㅓ효바ㅣ어효바ㅣ어효ㅗ바이ㅓ효바ㅣ어효,-0.5205985
18760,압핀,-0.2576674
18761,딸애,0.22144963
18762,두배로,-0.14106677
18763,실리카,0.24649842
18764,항균,0.40337706
18765,여과,-0.5308755
18766,마심,-0.10324751
18767,ㅛㅇㅇ파ㅣㅎㅇ튜ㅏㅏㄹ뉴ㅣㅣㅎㄴㄴ,-0.4996972
18768,강남,-0.21859449
18769,송파,-0.19342396
18770,정해,0.2206206
18771,ㅜ같아여,-0.33385935
18772,천재,0.39210853
18773,뭥미,0.26851508
18774,짓눌려서,0.075582
18775,코탕,-0.32429215
18776,들렸,0.38596317
18777,ㅓ저아즈어ㅓㅏㅏㅇ,-0.80258524
18778,화농성,0.24010362
18779,듯하,-0.24776931
18780,농포,-0.27786702
18781,즐거,-0.117124446
18782,마라소,-0.07181929
18783,고기볶음,-0.1431841
18784,콩국수,0.53202575
18785,아껴서,0.4324814
18786,명칭,0.14822131
18787,번쩍,-0.033973604
18788,위도,-0.04460171
18789,못나,0.49402207
18790,못난,0.5959308
18791,치움,-0.30469814
18792,커서인지,0.52739
18793,앞트임,-0.52655905
18794,잠가도,-0.11898524
18795,귀욤,0.13640696
18796,문쪽,0.29531324
18797,그런지라,-0.21989632
18798,어고,-0.026663102
18799,ㅏㄹ쓴겠ㅡㅂ니다,-0.72372067
18800,ㅠㅠ맛나요,-0.5561855
18801,배우,0.43944547
18802,배울,0.1959659
18803,쁜색마니올뤼줘요,-0.63098156
18804,ㄳ쇼ㅛ,-0.63051766
18805,윤활,-0.1835722
18806,쁘네용ㅎ,-0.38747504
18807,덜컹거리,0.6177889
18808,걍쓰기로함,-0.26032892
18809,재서,0.40012565
18810,언더,0.39810038
18811,ㅡ던데,-0.3343335
18812,약병,0.39033753
18813,생필품,0.16413324
18814,펼칠,0.13813388
18815,나올지,0.56128603
18816,추천인,-0.29526573
18817,쿰쿰한,0.07896724
18818,심보,0.075233154
18819,브리즈번,-0.32181823
18820,골드코스트,-0.4624975
18821,누사,-0.40539944
18822,태웠,0.10912841
18823,요발,-0.58151937
18824,찐득찐득,0.52235454
18825,비누칠,0.20810828
18826,피니,-0.15339349
18827,봫는데,-0.12179864
18828,구별,0.48548818
18829,애전,-0.23328085
18830,무디,0.07683733
18831,빙글빙글,0.17940877
18832,ㅠㅠ원래이런건지,-0.40270957
18833,재미난,-0.40150782
18834,화재경보기,-0.5321894
18835,방진복,-0.37497005
18836,교토,0.37742135
18837,살민,-0.30665123
18838,시달렸,0.07424063
18839,무독성,-0.19385195
18840,알집,-0.090983845
18841,만을,-0.38974214
18842,합하,-0.011933182
18843,안구건조증,0.21445155
18844,레모,0.2866688
18845,더미,-0.017134089
18846,304,0.06547926
18847,러스트,-0.34197634
18848,위함인데,-0.14648725
18849,보중,-0.3979605
18850,나눠가졌,0.13870537
18851,ㅡㅡ걍씀,-0.35948858
18852,으라지만,-0.30414486
18853,내손,0.1771108
18854,가이즈,-0.4044727
18855,집중력,-0.027521167
18856,장전,0.048422877
18857,새지,0.63509053
18858,은택,-0.32490417
18859,어대,-0.05663797
18860,ㅠㅠ맛이,0.074744545
18861,죽일,-0.061126538
18862,몃,0.1988006
18863,밤잠,-0.33946005
18864,함마,-0.33069184
18865,김쌈,-0.193494
18866,호박죽,0.2566553
18867,널부러져,0.1548077
18868,사용자,0.18992117
18869,잉글,-0.040253945
18870,트릴로,-0.35722226
18871,띄워,0.31522438
18872,봉안,0.15217952
18873,통화중,-0.35999992
18874,맏,0.47798568
18875,못살,0.15230353
18876,주가,-0.013770205
18877,았었,1.1564566
18878,모자람,-0.31781963
18879,장사치,0.1431256
18880,졸라매,-0.49115238
18881,천막,0.36914182
18882,최고봉,-0.1541167
18883,젖히,0.26179716
18884,짜부,0.34304574
18885,큼직큼직,0.22309677
18886,칠한,0.24598178
18887,수미,0.0060069375
18888,있는,-0.3174347
18889,소원,-0.41401964
18890,숙련도,-0.2853466
18891,ㅠ애들,-0.30130163
18892,ㅠㅠ쭈굴어듬이이이ㅣㅇ,-0.79801816
18893,가경,-0.63844705
18894,기정,-0.0430581
18895,혐하고맛잇어,-0.6387638
18896,괜창ㅎ은거,-0.59428376
18897,샅,0.21158636
18898,쿱,-0.08794335
18899,럭스,0.06279715
18900,ㅜㅜ슬프네요,-0.27650547
18901,잃어버린,0.20648973
18902,헬,0.12501736
18903,착석,0.3132003
18904,ㅜ아쉽네요,-0.12132094
18905,옥토퍼스,-0.1826393
18906,개박,0.40332618
18907,회송,-0.34410363
18908,반향,-0.5415211
18909,에프,0.4637931
18910,젛습니당,-0.54278374
18911,보야,-0.3845729
18912,임분,-0.3667512
18913,라포,-0.41579086
18914,도망,0.21532987
18915,ㅌㅊ,-0.037399914
18916,탁구,0.033977386
18917,봇,0.116047755
18918,접착성,0.734659
18919,논다,0.109648734
18920,밀린다,0.04368127
18921,싱거운,0.7920661
18922,뻐겁,-0.3681456
18923,촉박,0.4379569
18924,ㅠㅠㅠ입소문에비하면,-0.30794385
18925,포커스,-0.22567706
18926,코리안,-0.19554175
18927,산복,-0.2507289
18928,퓸,-0.1813732
18929,커트,0.2289925
18930,사운드,0.39235696
18931,명량,-0.34902915
18932,핑거스타일,-0.15550116
18933,찹찹,-0.21892801
18934,눌렸,0.41930783
18935,글리터,0.38719156
18936,노토,-0.09021619
18937,숙소,0.46606258
18938,뜷여,-0.33177218
18939,시킨다고,0.14303853
18940,뜨거워집니다,-0.4280924
18941,노나,0.17934299
18942,구서,0.33468312
18943,실한,0.5189757
18944,아터,-0.68749505
18945,ㅗㅗ오ㅗㅇ,-0.6852895
18946,경지,-0.3487875
18947,그림자,0.19050057
18948,잜손이안가서,-0.19644766
18949,바닷물,0.27387646
18950,녹아내려서,0.054212987
18951,맡아본,0.017479934
18952,친숙,-0.32072985
18953,ㅜㅜㅜ그러네요,-0.48852503
18954,42,0.21399161
18955,분량,0.89039433
18956,스멀스멀,-0.24157904
18957,퉁명,-0.011822161
18958,나뿌,0.3398702
18959,는다기,0.043168753
18960,끝자락,-0.02159129
18961,매웠,0.6061702
18962,풉에도,-0.400562
18963,접혀져,0.26547593
18964,즐판,0.06384487
18965,성남,-0.30785042
18966,무가당,0.17705356
18967,안살,0.17759936
18968,연자육,-0.3078306
18969,불린,0.18948346
18970,넘어짐,0.180674
18971,대왕,0.18335232
18972,여쭤봐도,-0.27447054
18973,작업자,-0.14371862
18974,모이스,0.07439991
18975,완충재,0.7023043
18976,ㅠ닽앙ㅅ,-0.497427
18977,앞발,0.21396971
18978,꼬랑,-0.13159648
18979,평온,-0.2984519
18980,황금,0.39948186
18981,래두,-0.24796683
18982,스가,-0.104030766
18983,성물,-0.044288583
18984,고부,-0.3507753
18985,분색,-0.40361688
18986,샌드,0.38354722
18987,쓰여질,-0.383248
18988,ㅠㅇ,-0.12802383
18989,발한,0.06627286
18990,소면,-0.0724835
18991,물주,0.16426037
18992,줸장입니다,-0.5624279
18993,개의,0.08738785
18994,복도식,-0.15292096
18995,책임지,0.21129921
18996,바지라기,-0.27876198
18997,보세,0.33202612
18998,추출물,0.08274226
18999,콘트라,-0.28267124
19000,쪽머리,-0.12995036
19001,랍니당,0.2237873
19002,돌아갑니다,0.5640213
19003,여염,-0.6779994
19004,뉴넌,-0.6242693
19005,ㅠ앙우ㅕ져ㅐㅡㄴ,-0.6531785
19006,ㅐ요,-0.03603039
19007,뭐야,-0.019260554
19008,만동,-0.36009717
19009,동구리,-0.42744535
19010,82700,-0.29902798
19011,스티드,-0.36489642
19012,왐전더은,-0.6261909
19013,ㅡ저는,-0.36774585
19014,마스네,-0.27484274
19015,ㅌㅌ,-0.0825923
19016,ㅏㅑ,-0.38810572
19017,ㅗㅛ,-0.24528685
19018,ㅐㅔ,-0.12456904
19019,ㅜㅇㅋㄴㄷㄹ허ㅑㅑㅎㅇㄴㄴㅇㄹ허ㅐㅐㅓㅠㄹㅇㅇㅌ,-0.5544468
19020,ㅗ초퍼퍼처펴햐쵸쳫,-0.55874664
19021,배분,0.11350311
19022,잃어버릴,0.81856334
19023,ㅠ후회중입니다ㅜ,-0.5391927
19024,쫒아갓을거에요,-0.33141503
19025,찻,0.31051886
19026,간다는데,-0.053147063
19027,야무지,0.4248063
19028,완존,0.20493013
19029,네기,-0.19738886
19030,구지,0.5505564
19031,오로시,-0.27221686
19032,ㅡㅡ서비스,-0.35001433
19033,여간,0.2602883
19034,스지,0.52735627
19035,아롱사태,0.2336068
19036,강정,0.15324613
19037,구찌,0.3145335
19038,알트,-0.27857155
19039,시프트,-0.2816979
19040,응기,-0.13917737
19041,스며든다고,-0.38160133
19042,삘,-0.22813407
19043,색니,-0.281999
19044,라이브,-0.12572204
19045,나신,-0.22952826
19046,키가,0.32457075
19047,볼땐,0.33829275
19048,불덕,-0.45623553
19049,연갈색,-0.25498208
19050,생즙,0.087202325
19051,수작업,0.09774428
19052,걸쭉,0.5265479
19053,아카시아,0.42345652
19054,보쌈,0.10847133
19055,발다,-0.20230073
19056,가슬가슬,-0.13510755
19057,동구,0.07134872
19058,정발산동,-0.42436737
19059,난데,0.26082033
19060,허기질,0.14128457
19061,넘어져도,-0.18097755
19062,튠,-0.4584409
19063,피크,0.48021492
19064,노어,-0.020140612
19065,우그러진,-0.26770777
19066,권합니다,0.124157265
19067,문제지,0.25077692
19068,노리개,-0.20991237
19069,ㅡ색깔이상,-0.56176627
19070,동살,-0.38662216
19071,왤캐큼,-0.5181596
19072,해시,-0.4013389
19073,상없,0.1988095
19074,리바트,-0.23913734
19075,한샘,0.5059242
19076,파티클,-0.33662185
19077,덛,0.06507693
19078,대놓,0.14625712
19079,ㅜㅜ상품포장전에,-0.35967085
19080,진행할,-0.3793848
19081,가부,-0.38718846
19082,요양원,0.12010047
19083,징산,-0.113641456
19084,동명이인,-0.27900973
19085,극추,-0.28293723
19086,잠김,0.16442303
19087,ㅛㅜㅐ,-0.45482972
19088,ㅓ니ㅏㅋㅁ트,-0.34277177
19089,ㅡㅌ,-0.11036286
19090,ㅕ누이,-0.36101812
19091,ㅊㅁ표ㅑ,-0.3687088
19092,ㅐㅣ묘ㅜ대ㅣㄱㅊ,-0.39398944
19093,ㅌ뮈ㅑㅇ트,-0.39595622
19094,324,-0.24874802
19095,234,-0.1699886
19096,ㅊㅈㅁㅅㄹㄴㄷ,-0.58430636
19097,요약,-0.04556306
19098,요란,0.45466578
19099,성제,-0.16166481
19100,나무틀,-0.22778773
19101,해서인가,-0.16155794
19102,금귀,-0.3348841
19103,네스프레소,0.15405942
19104,올라감,0.58372426
19105,구명,-0.17686869
19106,아파지,-0.27317953
19107,누리끼리,0.75522226
19108,ㅠ얼굴도,-0.23361667
19109,ㅠ더,-0.047867604
19110,윗옷,0.37886018
19111,특을,-0.48595497
19112,배수,0.39776072
19113,오조,-0.057320602
19114,아종,-0.5180147
19115,탁조,0.5575924
19116,돟ㅎㅎㅎ배송도,-0.17928913
19117,ㅉ빠르고좋네요,-0.23872885
19118,서여,0.08413022
19119,이얌,-0.40274
19120,고초,-0.37490916
19121,사쓰,-0.3965291
19122,작심삼일,0.17415886
19123,뭉태기가,-0.435173
19124,ㅆㄹㄱ,0.016304266
19125,속상한,0.3955922
19126,숙이,0.48837525
19127,앖는,-0.101750635
19128,만났,0.4636734
19129,바고,0.110093646
19130,딲,0.3408468
19131,성향,0.23544921
19132,습식,0.38595694
19133,주구장창,0.13505796
19134,금상,-0.12970653
19135,첨하,-0.25748926
19136,츙전이,-0.2570002
19137,열정,0.19147599
19138,들어갈까봐,-0.061491184
19139,늘려야,0.2472609
19140,ㅠㅠㅠ너무맛있어요,-0.51868874
19141,전했,-0.0819945
19142,수출,0.017849281
19143,규제,-0.06378095
19144,가해야,0.03426935
19145,팝업,0.12294513
19146,펌웨어,0.065059796
19147,휘청휘청,0.4184931
19148,뵨,0.13271327
19149,브랑,-0.007126932
19150,캐리,0.18311855
19151,어원,-0.26829234
19152,고관절,-0.021635292
19153,띨,0.08313581
19154,프로필,0.12552695
19155,깹은,-0.37879118
19156,해만,-0.32437178
19157,오랫만,0.3759477
19158,값싼,0.29818588
19159,와이셔츠,0.39989105
19160,깜박깜박,0.16117007
19161,몆번,0.18062325
19162,시일,0.79057145
19163,ㅠㅠ화면과,-0.24205677
19164,옥수수수염,-0.18126665
19165,모를까,0.7379633
19166,두텁,0.35935324
19167,중시,-0.4340647
19168,빨개져,0.41959748
19169,월남,0.15998897
19170,맠족,-0.48308456
19171,단발,0.3323888
19172,악자,-0.26150835
19173,세도,0.7457901
19174,대차,-0.34191117
19175,커피색,0.1810796
19176,계란색,-0.5429291
19177,진갈색,-0.46543622
19178,봣거든요,-0.30899638
19179,시대,0.3948741
19180,사품,0.035458732
19181,전등갓,-0.2999642
19182,재보,-0.3432763
19183,온거,0.19397359
19184,획,0.2883545
19185,실히,-0.16852613
19186,ㅡㅈ,-0.11847078
19187,놧는데ㅜ팍삭익음,-0.47403866
19188,아잉,-0.45701006
19189,산행,0.20721252
19190,신장,0.07015111
19191,거추장스러움,-0.4378915
19192,문제점,0.525712
19193,봣네요,0.34021252
19194,순배,-0.23167871
19195,순사,-0.19433182
19196,적습,-0.35793898
19197,깔깔,-0.116873585
19198,전단,-0.43376178
19199,세워져야,-0.35868528
19200,세워져,0.026452392
19201,줫눈데,-0.30201632
19202,점막,0.17684701
19203,감미,-0.22477567
19204,협의,0.30444506
19205,낚시질,0.13998535
19206,9800,-0.27269053
19207,북극여우,-0.34407693
19208,칠리소스,-0.09834245
19209,뽑힌,0.17834748
19210,빡센,-0.047573373
19211,정리기,-0.3560298
19212,적응증,-0.32291993
19213,삔데,-0.3623939
19214,타박상,-0.40204614
19215,관절통,0.08616444
19216,효험,-0.28021878
19217,에어로졸,-0.2868945
19218,피로감,0.39276972
19219,적어진,0.1910833
19220,졋겟어,-0.21317491
19221,시고,0.49673453
19222,물어,-0.100508176
19223,전산,0.22379225
19224,173,0.17686625
19225,뒤척이,0.39310402
19226,왕진,-0.31826735
19227,스러울까,0.05462103
19228,괜춘하,-0.5231084
19229,믾이,0.277107
19230,면내의,-0.4792895
19231,비축,0.035113685
19232,급랭,-0.07800987
19233,름합니다,-0.28761953
19234,뭔데요,-0.5081882
19235,일일히,0.6872029
19236,지켜보,0.6591307
19237,골른,-0.08208434
19238,자립,-0.12170851
19239,됀,0.1514335
19240,자형,-0.2716213
19241,요양,0.17336732
19242,물위,0.24320404
19243,튤라,-0.27038547
19244,기르,0.39139244
19245,돼버렸,-0.17788053
19246,셔유,-0.09868543
19247,다곤,-0.10303722
19248,숫가락,0.21440485
19249,인선,-0.41086677
19250,뻐이뻐조아조아조아,-0.8014745
19251,까질,0.26525992
19252,미끄덩,0.4222031
19253,안전벨트,0.4495474
19254,읐습니다,-0.51112056
19255,ㅠㅠㅠ그대로,-0.2242349
19256,작나,0.23501883
19257,혀질,-0.43620312
19258,가늠,0.49774295
19259,모야,0.036839202
19260,도려,-0.004689018
19261,문집,-0.4923018
19262,틀어진,0.100143015
19263,줄어든다고,0.010047264
19264,키리,0.047021598
19265,어니언,-0.18459533
19266,랜치,-0.2515373
19267,암홀,0.31760514
19268,매전,-0.039252296
19269,뺐겼,-0.41301876
19270,ㅊㅈ,-0.31714338
19271,푸꾸옥,-0.15698215
19272,폴라,0.37036645
19273,개집,-0.106657006
19274,네모난,0.29644054
19275,문위,-0.38674966
19276,ㅊ근디,-0.44100854
19277,충기,-0.35657609
19278,쯧,-0.18929899
19279,건드린,0.027881091
19280,ㅠㅠ의자가,-0.29418376
19281,울렁울렁,0.06718926
19282,통신,0.13554808
19283,누디,0.18739536
19284,지겨워서,0.13594067
19285,체온계,0.3157617
19286,잘돌,-0.3606307
19287,ㅇㅏ가고,-0.35026884
19288,별수,0.10550805
19289,전체수,-0.31237862
19290,530,-0.14864232
19291,알본,-0.5779746
19292,껀가,-0.21370623
19293,용히,0.07230877
19294,셀카,0.16230962
19295,첸,-0.118189685
19296,타카,0.53951293
19297,자다,0.25516856
19298,껴안,0.008911955
19299,ㅇㄹㄴㅇㄴㄹㄴㄹㅇㄴㅇㄹㄹㄴㅇㄴㅇㄹㄴㄹㅇㄴㄹㅇ,-0.6057622
19300,고진,0.08978778
19301,161,0.03840066
19302,한바탕,-0.31022543
19303,가져갔었,-0.35375282
19304,엉켜서,0.23569943
19305,윘어요,-0.120192155
19306,독서대,0.4740074
19307,ㅠㅠ역시,-0.2939103
19308,살아가,-0.09412175
19309,희귀,0.114947215
19310,모눈종이,-0.27401227
19311,떠넘기,-0.16244961
19312,럤습니다,-0.47603256
19313,맞춰줄,-0.020851478
19314,서늘,0.5877935
19315,건방짐,-0.46081582
19316,야물딱지,-0.1176951
19317,그전,0.17747715
19318,피보,-0.37726164
19319,프라이버시,0.24289235
19320,씻겼,0.2600831
19321,고기전,-0.30073568
19322,피티,0.110880256
19323,동내,0.030903019
19324,장담,-0.1118423
19325,지브,-0.26786852
19326,아이라,-0.10159362
19327,쾌변,0.39135996
19328,스페셜,-0.013693084
19329,불러,0.3254052
19330,약해진,0.32155225
19331,주의깊,-0.06843173
19332,쾍쾍한묵은,-0.21966957
19333,이건가,-0.26725835
19334,탁이,-0.14655344
19335,올라온다는,-0.011122816
19336,월트,-0.2061102
19337,흙가루,-0.4655537
19338,ㅠ사셔요,-0.49233264
19339,끽,0.084178835
19340,43,0.21446803
19341,봐야지,0.81973916
19342,서툴렀,-0.11031976
19343,브라이,-0.2780436
19344,버시,0.057560623
19345,괴로워,-0.046730097
19346,12345,-0.47464418
19347,막힐,0.19724858
19348,가하,0.5616261
19349,발소리,0.21965551
19350,꼼하니,-0.42445046
19351,먹여서,0.2386301
19352,음용,0.39972922
19353,어린아이,0.36087683
19354,소가,-0.11918051
19355,변해요,0.408319
19356,탈착,0.57191813
19357,라나,0.26977304
19358,찔긴,-0.31977314
19359,겁질,-0.13688451
19360,벗겨도,0.038658895
19361,잎새,-0.36110976
19362,졸트,-0.28444952
19363,직선거리,-0.065252736
19364,방방,0.022409687
19365,어수선,0.43178105
19366,아이러니,-0.40515974
19367,브로쉐,-0.31272873
19368,쇤,-0.3735121
19369,솎,-0.00041301036
19370,소정,-0.2591347
19371,수리비,0.21809687
19372,헌데,0.6106485
19373,하유,-0.47161755
19374,솜반,-0.2587577
19375,타자,0.09294516
19376,첨가물,0.7534065
19377,데끼,-0.3008758
19378,걱합니다,-0.60608613
19379,누르스름,-0.2178708
19380,이만큼,0.60448265
19381,러진,-0.118511885
19382,서오,-0.30258653
19383,지에,0.14409219
19384,점찍,-0.2754675
19385,퍙,-0.38994035
19386,뚱,0.5234231
19387,씁니당ㅅ,-0.4594664
19388,민중,-0.003203246
19389,무를,0.26095694
19390,김칫국,0.09916873
19391,려는지,0.099509306
19392,작은개,-0.26031044
19393,꺼려할,-0.2730548
19394,ㅠㅠ그래서저는바로바깟어요,-0.47778982
19395,기술력,-0.0007403859
19396,간헐,0.06396682
19397,븥여서,-0.26354557
19398,낞아지네,-0.32817507
19399,뒷일,-0.34917015
19400,자원,0.024426617
19401,망한다고,-0.28978494
19402,판매가,0.27278766
19403,잠수,0.11947869
19404,색장,-0.21076502
19405,우먼,-0.26998731
19406,까진데,-0.0058276216
19407,ㅠㅠ발색쩔어요,-0.50431454
19408,쁘고맘에들어요세일할때득템ㅋ,-0.70659447
19409,우실,-0.14897141
19410,텐테,0.06568119
19411,대택,-0.43048838
19412,마스터,0.0028272108
19413,밑반찬,0.17734772
19414,논산,-0.47669196
19415,안받음,0.058821518
19416,한게임,-0.47288465
19417,약지,0.19068995
19418,대뜸,-0.20186302
19419,문조,-0.33696046
19420,낮춘,-0.205166
19421,조또,-0.20488231
19422,뚤어,-0.299916
19423,갈도,0.51506674
19424,타이탄,-0.5275873
19425,테크,-0.022519533
19426,달해,-0.21956423
19427,안하,-0.12162938
19428,와전,0.07626142
19429,알러,-0.31721538
19430,은도,-0.3488539
19431,갘아여,-0.603108
19432,불안전,-0.5117132
19433,치과,0.7699437
19434,감자알,-0.36160353
19435,놓여,0.29315293
19436,세척제,-0.1891077
19437,트라우마,-0.11399364
19438,스미,0.010967093
19439,냑,-0.09767327
19440,냑은,-0.2965345
19441,말다,0.28898215
19442,소이,-0.031390637
19443,ㅇㅏ,0.26948518
19444,겨울날,-0.20587978
19445,할리스,0.12684949
19446,쭈굴거림,-0.5256757
19447,까라,-0.26141483
19448,레전드,-0.008882967
19449,팀원,-0.060243327
19450,시내,0.22558278
19451,우러났,-0.0015127738
19452,썼으나,-0.0071868985
19453,서프라이즈,0.28303072
19454,왼,0.28212425
19455,무더웠,-0.4954383
19456,스파클,-0.33624187
19457,불법,0.22276229
19458,유고,-0.23096095
19459,피톤치드,0.3777786
19460,건너,0.15423064
19461,맞은편,-0.32958332
19462,세척력,0.6694352
19463,망쳐,-0.49422163
19464,넜는데,-0.3821956
19465,탕갈,-0.41725004
19466,살파,-0.26189184
19467,먹혔,-0.25272
19468,소문자,0.100014195
19469,대문자,0.18913102
19470,청공항,-0.1681437
19471,여객,-0.2689023
19472,툴툴거리,0.13754322
19473,준다지만,-0.049164746
19474,아티초크,-0.17522895
19475,이라는,0.07243466
19476,디카페인,0.2552964
19477,같인,0.1439898
19478,드러워,0.27475995
19479,당할까봐,-0.11009552
19480,고열,-0.23868057
19481,날라왔,0.11917268
19482,난합,-0.23527338
19483,대일리,-0.44260162
19484,땡큐,0.31572834
19485,여오,0.0047954717
19486,ㅓ퍄터넘ㅌ파ㅏ챠냐카마자차퍄혀어ㅓ라파라팣차ㅏㅊ,-0.57064366
19487,밎추긴했지만,-0.3879078
19488,통발,0.26458156
19489,우럭,0.27897543
19490,플라이,0.04597393
19491,향임,-0.09435227
19492,오랬,0.1785599
19493,봉고,0.24372871
19494,어떻하,0.73389965
19495,향완,-0.4605239
19496,따로국밥,-0.32963789
19497,제주도,0.7486403
19498,인서,0.022439806
19499,양발,0.29400983
19500,결과물,0.54188335
19501,ㅇㅔ서,-0.3047702
19502,으십니다,0.12124916
19503,ㅃ른,-0.5671824
19504,쪼인,-0.24268046
19505,페이크,0.28184274
19506,니삭스,-0.1817663
19507,충성,0.22894545
19508,옮겨야,0.01153985
19509,문양,0.39627692
19510,평형,0.030237246
19511,올라프,-0.12274756
19512,이오,-0.16574165
19513,푸우,-0.2873036
19514,54900,-0.28933
19515,땅바닥,0.05829562
19516,ㅜㅜ호불호잇음ㅜ,-0.6549641
19517,두장,0.23899151
19518,쇳,0.09716233
19519,포니,0.03775851
19520,비장,0.24371813
19521,장애물,-0.019750707
19522,픕니다,-0.6057937
19523,진도,0.115116104
19524,발음,0.15086283
19525,알아듣,0.2623228
19526,ㅡㅡ짜증,0.093799226
19527,신답니다,0.13268541
19528,ㅡㅡ좀,-0.5587834
19529,아름답,0.03918028
19530,여져서,0.23229969
19531,나산,-0.1984526
19532,미뤄졌,-0.028290171
19533,뾰로지,-0.19729446
19534,토리,0.08732289
19535,갓나,-0.36760727
19536,웰,0.37552166
19537,금발,-0.073183335
19538,일대일,-0.3149661
19539,입병,-0.037054595
19540,령,0.08500594
19541,보송보송,0.79616123
19542,독립,0.2457641
19543,누하,-0.46259993
19544,콜로이드,-0.3605936
19545,습윤,0.05251761
19546,헤르츠,-0.10667898
19547,백송,-0.4500677
19548,모니터링,-0.3769154
19549,곤색,0.05775635
19550,거고,0.033703785
19551,피다,-0.2267119
19552,월이,-0.30773044
19553,뭇,0.20159885
19554,용액,0.39371634
19555,급함,0.07730763
19556,개복치,-0.03680026
19557,보공,-0.13087814
19558,졸모,-0.45853484
19559,졺ㄹ,-0.34091923
19560,졋젓,-0.40239552
19561,놀놀,-0.45023933
19562,앛,-0.15363942
19563,뉴로,-0.46287957
19564,ㅛ다ㅛㄷㅊ뉼넛쟛ㅈ노넛자설너허첫냐섯로ㅗㅅ,-0.5218614
19565,버풀,-0.21381518
19566,ㅇ용,-0.41155404
19567,할지라도,-0.4698435
19568,빅사,0.17522632
19569,쇠고기,-0.17163464
19570,냐구,0.29897454
19571,안막,0.11167014
19572,줙어여,-0.27660608
19573,반시,-0.037622955
19574,건디,0.49109453
19575,귀여웠,0.49416274
19576,의지,0.41175303
19577,나몰라,-0.10845067
19578,실시간,0.25608557
19579,걸렸었,-0.19372906
19580,네야,-0.08529483
19581,체적,-0.3550109
19582,통밀,0.09022186
19583,토드,-0.26140592
19584,믹서,0.082265116
19585,욬ㅋㅋㅋ평생쓸듯,-0.46434802
19586,적어져,-0.29555306
19587,놓아두,0.18180636
19588,제한,0.6387005
19589,반달형,-0.10079496
19590,농가,-0.087508895
19591,메모장,0.17874788
19592,아일,0.10495403
19593,창아,-0.4071076
19594,ㅃㅏ진듯하게왔어요,-0.3752675
19595,ㅜㅜ왜그런지요,-0.42338887
19596,두건,-0.09884078
19597,뵴,-0.5892538
19598,어지러워서,0.23503233
19599,씌웠,0.8064496
19600,구원,-0.42820358
19601,전거,0.5873146
19602,벴,-0.17758521
19603,애저,-0.5960363
19604,눝호너눞ㅌㅎ내ㅓㅌㄴ,-0.61964995
19605,분과,0.5027701
19606,거스러미,-0.28059077
19607,순전히,-0.5140885
19608,팔릴,0.1949824
19609,끼익,0.41969854
19610,조절기,0.48575607
19611,매요,0.19349374
19612,피셔,-0.2830426
19613,운서,0.29747045
19614,구주,-0.32540953
19615,귓볼이,0.4668146
19616,기름짐,-0.21222253
19617,추간,-0.36303785
19618,끼기긱,-0.34044427
19619,미어지,-0.10785478
19620,떼먹,-0.2566576
19621,치밀,0.26803973
19622,올르,-0.30716395
19623,장합,-0.28777748
19624,한과,0.020303218
19625,참깨,-0.13081343
19626,쵝오예요,-0.21474202
19627,요제,-0.18815355
19628,상식,0.27498007
19629,ㅜㅜ안쫀쫀해요,-0.27672383
19630,꺄,0.14344451
19631,으랬,0.04738081
19632,표랑,-0.072733544
19633,후배,0.36831796
19634,울타리,-0.15166551
19635,적셔,0.48108083
19636,들여다보,0.02381763
19637,요하,0.016074095
19638,재재재재,-0.29514796
19639,한건,0.38663447
19640,화살촉,-0.47083825
19641,결부,-0.38196635
19642,당사자,0.27134532
